user_id,age,education,location,event_index,title,company,industry,start_date,end_date,salary_min,salary_max,skills,tenure_months,remote_flag
user_0012,34,bachelor,Delhi,3,product manager,company_39,IT,2018-06-01,2021-05-16,132777,177036,"[""communication"", ""marketing"", ""excel"", ""project management"", ""kubernetes"", ""machine learning""]",36,0
user_0012,34,bachelor,Delhi,4,senior product manager,company_24,IT,2019-03-05,2022-07-17,146507,195343,"[""communication"", ""java"", ""project management"", ""c++"", ""python"", ""design"", ""docker""]",41,1
user_0013,23,master,Hyderabad,0,intern,company_67,Manufacturing,2018-06-15,2019-03-12,30136,40182,"[""communication"", ""python"", ""excel"", ""linux""]",9,1
user_0013,23,master,Hyderabad,1,senior engineer,company_34,Retail,2019-07-15,2023-01-25,74722,99630,"[""design"", ""kubernetes""]",43,0
user_0013,23,master,Hyderabad,2,lead engineer,company_10,Retail,2020-04-17,2023-08-30,83006,110674,"[""communication"", ""java"", ""project management"", ""aws"", ""python"", ""design"", ""seo"", ""tableau""]",41,0
user_0013,23,master,Hyderabad,3,analyst,company_40,EdTech,2021-05-19,2022-06-13,116929,155906,"[""excel"", ""git"", ""data visualization"", ""tableau""]",13,1
user_0013,23,master,Hyderabad,4,senior analyst,company_42,EdTech,2022-05-24,2024-06-12,128334,171112,"[""excel"", ""sql""]",25,1
user_0014,27,phd,Remote,0,associate,company_61,Healthcare,2018-03-31,2019-08-23,109537,146049,"[""excel"", ""communication""]",17,1
user_0014,27,phd,Remote,1,analyst,company_52,EdTech,2019-06-19,2020-06-13,118470,157960,"[""communication"", ""excel"", ""sql"", ""cloud"", ""docker"", ""data visualization"", ""tableau""]",12,0
user_0015,34,bachelor,Chennai,0,engineer,company_16,IT,2019-06-01,2023-03-12,54217,72290,"[""c++"", ""testing"", ""linux"", ""docker""]",46,0
user_0015,34,bachelor,Chennai,1,engineer,company_20,Manufacturing,2020-06-07,2020-12-04,55843,74457,"[""testing"", ""python""]",6,1
user_0015,34,bachelor,Chennai,2,senior engineer,company_65,Healthcare,2021-05-02,2023-12-18,68314,91086,"[""git"", ""testing"", ""python"", ""sales"", ""kubernetes"", ""design"", ""docker""]",32,0
user_0015,34,bachelor,Chennai,3,lead engineer,company_25,Retail,2022-05-06,2025-11-16,83250,111001,"[""communication"", ""java"", ""project management"", ""python"", ""sales"", ""design"", ""docker"", ""seo""]",43,0
user_0016,27,master,Hyderabad,0,associate,company_13,Manufacturing,2019-05-05,2021-10-21,101092,134790,"[""communication"", ""testing"", ""project management"", ""excel"", ""docker""]",30,0
user_0016,27,master,Hyderabad,1,analyst,company_69,Manufacturing,2020-05-02,2020-10-29,111024,148033,"[""data visualization"", ""excel"", ""sql"", ""docker"", ""seo"", ""tableau""]",6,1
user_0017,47,bachelor,Pune,0,junior engineer,company_39,IT,2018-10-11,2020-09-30,37554,50072,"[""git"", ""python""]",24,0
user_0017,47,bachelor,Pune,1,engineer,company_80,Retail,2019-07-23,2021-07-12,52985,70647,"[""git"", ""testing"", ""linux"", ""react"", ""python"", ""statistics"", ""docker"", ""seo""]",24,0
user_0018,38,bachelor,Hyderabad,0,analyst,company_76,Healthcare,2016-08-30,2017-02-26,108559,144746,"[""sql"", ""tableau""]",6,1
user_0018,38,bachelor,Hyderabad,1,analyst,company_51,Healthcare,2017-09-22,2019-10-12,104636,139515,"[""excel"", ""sql"", ""prompting"", ""python"", ""data visualization"", ""tableau""]",25,0
user_0018,38,bachelor,Hyderabad,2,senior analyst,company_33,Retail,2018-09-01,2019-05-29,124141,165522,"[""powerbi"", ""sql"", ""data visualization"", ""statistics""]",9,0
user_0018,38,bachelor,Hyderabad,3,product manager,company_54,Finance,2019-08-27,2020-04-23,133254,177673,"[""communication"", ""powerbi"", ""design"", ""project management""]",8,0
user_0019,37,master,Mumbai,0,junior engineer,company_51,EdTech,2016-10-04,2019-09-19,45751,61002,"[""git"", ""testing"", ""seo"", ""python"", ""powerbi"", ""data visualization""]",36,1
user_0019,37,master,Mumbai,1,engineer,company_30,Manufacturing,2017-07-30,2018-01-26,58798,78398,"[""communication"", ""git"", ""testing"", ""linux"", ""docker"", ""data visualization""]",6,0
user_0019,37,master,Mumbai,2,senior engineer,company_64,IT,2018-07-21,2022-04-01,71663,95551,"[""testing"", ""aws"", ""sql"", ""python"", ""kubernetes"", ""docker""]",45,0
user_0019,37,master,Mumbai,3,lead engineer,company_79,Manufacturing,2019-08-17,2020-10-10,87630,116840,"[""communication"", ""project management"", ""probability"", ""prompting"", ""python"", ""c++"", ""design""]",14,1
user_0020,31,bachelor,Hyderabad,0,associate,company_59,IT,2015-10-18,2018-03-06,96228,128304,"[""communication"", ""prompting"", ""excel"", ""seo""]",29,0
user_0020,31,bachelor,Hyderabad,1,analyst,company_28,Finance,2016-07-24,2017-04-20,106617,142156,"[""sql"", ""data visualization""]",9,1
user_0020,31,bachelor,Hyderabad,2,senior analyst,company_2,Healthcare,2017-07-22,2019-06-12,117333,156444,"[""powerbi"", ""sql""]",23,0
user_0021,20,bachelor,Bangalore,0,analyst,company_29,EdTech,2017-12-27,2018-10-23,108721,144962,"[""data visualization"", ""tableau""]",10,0
user_0021,20,bachelor,Bangalore,1,senior analyst,company_10,IT,2019-02-17,2021-03-08,121953,162604,"[""java"", ""excel"", ""sql"", ""sales"", ""powerbi"", ""data visualization"", ""tableau""]",25,1
user_0021,20,bachelor,Bangalore,2,analyst,company_71,Retail,2019-12-29,2021-11-18,110331,147108,"[""communication"", ""git"", ""seo"", ""excel"", ""sql"", ""data visualization"", ""tableau""]",23,0
user_0022,48,bachelor,Mumbai,0,analyst,company_11,IT,2017-08-02,2018-07-28,106308,141744,"[""excel"", ""prompting"", ""data visualization"", ""tableau""]",12,1
user_0022,48,bachelor,Mumbai,1,senior analyst,company_55,Retail,2018-08-03,2020-12-20,117117,156157,"[""excel"", ""powerbi""]",29,0
user_0022,48,bachelor,Mumbai,2,data scientist,company_15,Healthcare,2019-06-15,2020-06-09,164221,218961,"[""machine learning"", ""kubernetes"", ""python"", ""statistics""]",12,0
user_0022,48,bachelor,Mumbai,3,devops engineer,company_73,Retail,2020-07-16,2024-06-25,186642,248857,"[""git"", ""linux"", ""aws"", ""teamwork"", ""docker"", ""seo""]",48,1
user_0022,48,bachelor,Mumbai,4,engineering manager,company_73,EdTech,2021-08-02,2025-05-13,196651,262202,"[""testing"", ""linux"", ""deep learning"", ""excel"", ""react"", ""powerbi"", ""docker""]",46,0
user_0023,25,master,Bangalore,0,associate,company_76,Manufacturing,2017-09-18,2020-06-04,102561,136748,"[""communication"", ""nodejs"", ""excel"", ""aws"", ""data visualization""]",33,1
user_0023,25,master,Bangalore,1,analyst,company_56,Finance,2018-08-15,2022-03-27,109707,146276,"[""excel"", ""sql"", ""c++"", ""powerbi"", ""data visualization"", ""tableau""]",44,0
user_0024,42,bachelor,Pune,0,intern,company_54,Healthcare,2017-07-12,2018-03-09,27132,36176,"[""communication"", ""excel"", ""probability"", ""python"", ""tableau""]",8,0
user_0024,42,bachelor,Pune,1,junior engineer,company_11,Manufacturing,2018-05-04,2019-08-27,40984,54645,"[""git"", ""testing"", ""project management"", ""react"", ""python""]",16,1
user_0024,42,bachelor,Pune,2,intern,company_33,Finance,2019-05-05,2020-08-27,21825,29101,"[""excel"", ""communication"", ""python"", ""teamwork""]",16,0
user_0024,42,bachelor,Pune,3,junior engineer,company_57,Retail,2020-04-01,2021-08-24,41485,55314,"[""git"", ""java"", ""testing"", ""excel"", ""c++"", ""python"", ""teamwork""]",17,1
user_0025,21,bachelor,Bangalore,0,analyst,company_75,EdTech,2017-07-18,2018-04-14,107136,142849,"[""sql"", ""tableau""]",9,0
user_0025,21,bachelor,Bangalore,1,senior analyst,company_44,Retail,2018-10-25,2022-04-07,117975,157300,"[""powerbi"", ""sql""]",42,0
user_0025,21,bachelor,Bangalore,2,product manager,company_77,IT,2019-08-05,2020-04-01,132353,176470,"[""linux"", ""project management"", ""excel"", ""marketing"", ""design"", ""docker""]",8,1
user_0025,21,bachelor,Bangalore,3,senior product manager,company_51,Finance,2020-07-25,2023-12-07,147899,197199,"[""communication"", ""project management"", ""aws"", ""probability"", ""sales"", ""python"", ""kubernetes"", ""design""]",41,0
user_0026,32,bachelor,Mumbai,0,engineer,company_18,Finance,2015-10-01,2019-09-10,53943,71924,"[""python"", ""testing"", ""linux"", ""nlp""]",48,0
user_0026,32,bachelor,Mumbai,1,senior engineer,company_80,Finance,2016-10-18,2017-10-13,68685,91580,"[""testing"", ""prompting"", ""python"", ""kubernetes"", ""teamwork"", ""machine learning"", ""design"", ""docker"", ""tableau""]",12,1
user_0026,32,bachelor,Mumbai,2,lead engineer,company_25,Healthcare,2017-08-25,2019-05-17,81249,108332,"[""communication"", ""git"", ""project management"", ""marketing"", ""c++"", ""python"", ""design""]",21,1
user_0027,29,master,Pune,0,junior engineer,company_21,Healthcare,2019-08-25,2023-04-06,43440,57920,"[""git"", ""testing"", ""excel"", ""aws"", ""python""]",44,1
user_0027,29,master,Pune,1,senior engineer,company_31,Manufacturing,2020-11-13,2023-07-31,69751,93002,"[""testing"", ""python"", ""kubernetes"", ""design"", ""docker""]",33,0
user_0027,29,master,Pune,2,lead engineer,company_61,Retail,2021-08-02,2023-09-21,83360,111147,"[""sales"", ""python"", ""design"", ""project management""]",26,0
user_0027,29,master,Pune,3,lead engineer,company_39,IT,2022-09-25,2026-06-06,81977,109303,"[""design"", ""python"", ""nlp"", ""project management""]",45,0
user_0027,29,master,Pune,4,associate,company_1,EdTech,2023-10-19,2027-06-30,102140,136186,"[""communication"", ""nodejs"", ""excel"", ""aws"", ""teamwork"", ""tableau""]",45,1
user_0028,33,bachelor,Delhi,0,engineer,company_45,Finance,2017-01-16,2020-03-31,55722,74296,"[""git"", ""testing"", ""linux"", ""excel"", ""python"", ""kubernetes"", ""docker""]",39,0
user_0028,33,bachelor,Delhi,1,senior engineer,company_18,IT,2018-04-14,2020-07-02,63166,84222,"[""machine learning"", ""testing"", ""docker"", ""kubernetes""]",27,1
user_0029,26,highschool,Chennai,0,associate,company_7,Retail,2016-12-01,2019-06-19,89007,118676,"[""excel"", ""communication"", ""seo""]",31,1
user_0029,26,highschool,Chennai,1,analyst,company_67,Healthcare,2018-01-07,2020-05-26,100943,134590,"[""kubernetes"", ""sql"", ""data visualization"", ""tableau""]",29,0
user_0030,33,bachelor,Remote,0,engineer,company_46,EdTech,2016-10-04,2017-09-29,48879,65173,"[""git"", ""testing"", ""linux"", ""python"", ""sales"", ""powerbi"", ""docker"", ""seo""]",12,1
user_0030,33,bachelor,Remote,1,senior engineer,company_57,IT,2017-12-03,2018-08-30,62306,83074,"[""design"", ""testing"", ""python"", ""data visualization""]",9,0
user_0030,33,bachelor,Remote,2,lead engineer,company_10,EdTech,2018-12-01,2022-10-11,80100,106801,"[""communication"", ""java"", ""python"", ""project management""]",47,0
user_0031,32,bachelor,Mumbai,0,intern,company_63,Finance,2015-05-28,2016-10-19,28058,37411,"[""communication"", ""excel"", ""aws"", ""python"", ""statistics""]",17,0
user_0031,32,bachelor,Mumbai,1,junior engineer,company_39,Finance,2016-03-03,2018-12-18,36745,48993,"[""git"", ""testing"", ""aws"", ""python"", ""design""]",34,0
user_0031,32,bachelor,Mumbai,2,engineer,company_12,IT,2017-03-22,2018-04-16,50662,67550,"[""git"", ""linux"", ""marketing"", ""python"", ""statistics"", ""docker""]",13,1
user_0032,42,master,Pune,0,analyst,company_8,IT,2019-10-26,2020-08-21,110747,147663,"[""testing"", ""nodejs"", ""seo"", ""excel"", ""sql"", ""sales"", ""data visualization"", ""tableau""]",10,0
user_0032,42,master,Pune,1,senior analyst,company_71,Healthcare,2020-09-02,2022-10-22,125724,167632,"[""sql"", ""data visualization""]",26,0
user_0032,42,master,Pune,2,product manager,company_74,Healthcare,2021-10-20,2022-09-15,143310,191080,"[""communication"", ""linux"", ""project management"", ""excel"", ""marketing"", ""sql"", ""probability"", ""design""]",11,0
user_0032,42,master,Pune,3,product manager,company_10,Retail,2022-10-31,2026-08-11,136346,181795,"[""java"", ""marketing"", ""excel"", ""project management"", ""aws"", ""design""]",46,0
user_0032,42,master,Pune,4,senior product manager,company_14,Healthcare,2023-10-05,2026-09-19,156248,208330,"[""communication"", ""testing"", ""project management"", ""python"", ""design""]",36,0
user_0033,28,bachelor,Chennai,0,intern,company_64,EdTech,2016-10-05,2020-06-16,26865,35820,"[""communication"", ""linux"", ""excel"", ""python"", ""machine learning""]",45,1
user_0033,28,bachelor,Chennai,1,junior engineer,company_37,Manufacturing,2017-09-25,2020-10-09,34541,46054,"[""git"", ""testing"", ""python"", ""sql""]",37,1
user_0034,20,master,Hyderabad,0,associate,company_58,EdTech,2019-03-16,2021-10-01,100795,134394,"[""excel"", ""communication"", ""react"", ""testing""]",31,1
user_0034,20,master,Hyderabad,1,senior analyst,company_6,IT,2020-02-14,2021-02-08,128207,170943,"[""excel"", ""testing"", ""powerbi"", ""data visualization""]",12,0
user_0034,20,master,Hyderabad,2,product manager,company_79,Retail,2021-03-11,2024-02-24,143557,191409,"[""communication"", ""react"", ""design"", ""marketing""]",36,1
user_0035,36,master,Pune,0,data scientist,company_75,Manufacturing,2016-11-04,2017-06-02,168331,224442,"[""sql"", ""python"", ""statistics"", ""powerbi"", ""data visualization""]",7,0
user_0035,36,master,Pune,1,senior data scientist,company_53,EdTech,2017-12-06,2021-08-17,182006,242674,"[""nodejs"", ""deep learning"", ""tableau"", ""python"", ""nlp"", ""statistics"", ""teamwork""]",45,1
user_0035,36,master,Pune,2,engineering manager,company_34,EdTech,2018-12-04,2020-01-28,211048,281397,"[""linux"", ""deep learning"", ""c++"", ""kubernetes"", ""design"", ""docker"", ""data visualization""]",14,1
user_0035,36,master,Pune,3,cto,company_70,Manufacturing,2019-10-06,2021-08-26,225128,300171,"[""communication"", ""project management"", ""aws"", ""python"", ""design""]",23,1
user_0035,36,master,Pune,4,cto,company_35,Finance,2020-10-11,2021-06-08,221140,294854,"[""communication"", ""sales"", ""python"", ""design""]",8,0
user_0036,27,bachelor,Delhi,0,junior engineer,company_61,Manufacturing,2015-04-30,2017-12-15,39069,52093,"[""git"", ""probability"", ""testing"", ""python""]",32,0
user_0036,27,bachelor,Delhi,1,junior engineer,company_23,IT,2016-05-28,2018-05-18,35072,46762,"[""git"", ""testing"", ""python"", ""nodejs""]",24,1
user_0036,27,bachelor,Delhi,2,intern,company_65,Manufacturing,2017-08-14,2019-08-04,21251,28335,"[""communication"", ""marketing"", ""excel"", ""python"", ""teamwork""]",24,1
user_0037,23,bachelor,Delhi,0,associate,company_55,EdTech,2019-02-03,2019-08-02,93170,124227,"[""communication"", ""prompting"", ""excel""]",6,1
user_0037,23,bachelor,Delhi,1,analyst,company_31,Manufacturing,2020-04-05,2021-03-31,104424,139232,"[""sql"", ""data visualization""]",12,1
user_0037,23,bachelor,Delhi,2,senior product manager,company_40,Finance,2021-03-25,2024-09-05,142368,189824,"[""communication"", ""project management""]",42,1
user_0037,23,bachelor,Delhi,3,data scientist,company_59,Retail,2022-04-18,2024-05-07,157430,209907,"[""statistics"", ""sql"", ""data visualization"", ""teamwork""]",25,1
user_0037,23,bachelor,Delhi,4,senior data scientist,company_68,Retail,2023-03-21,2026-03-05,177125,236167,"[""java"", ""python"", ""deep learning"", ""nlp""]",36,1
user_0038,38,bachelor,Remote,0,engineer,company_66,Manufacturing,2018-01-23,2019-05-18,52537,70050,"[""testing"", ""python"", ""docker"", ""marketing""]",16,0
user_0038,38,bachelor,Remote,1,senior engineer,company_75,IT,2019-03-10,2021-10-25,67935,90580,"[""powerbi"", ""deep learning"", ""python"", ""kubernetes"", ""design"", ""docker""]",32,0
user_0038,38,bachelor,Remote,2,lead engineer,company_24,Finance,2020-04-02,2021-01-27,82679,110239,"[""communication"", ""project management""]",10,1
user_0039,48,bachelor,Remote,0,analyst,company_29,IT,2015-09-09,2019-08-19,109651,146202,"[""excel"", ""powerbi"", ""data visualization"", ""tableau""]",48,0
user_0039,48,bachelor,Remote,1,senior product manager,company_54,EdTech,2016-09-07,2019-12-21,148453,197937,"[""communication"", ""git"", ""project management"", ""sql"", ""python"", ""design""]",40,0
user_0039,48,bachelor,Remote,2,data scientist,company_52,Manufacturing,2017-06-21,2018-06-16,164457,219277,"[""python"", ""sql""]",12,0
user_0039,48,bachelor,Remote,3,senior data scientist,company_39,Healthcare,2018-09-17,2019-06-14,171265,228354,"[""testing"", ""nodejs"", ""deep learning"", ""python"", ""nlp"", ""statistics"", ""data visualization""]",9,0
user_0039,48,bachelor,Remote,4,devops engineer,company_24,EdTech,2019-08-27,2021-01-18,188999,251998,"[""git"", ""linux"", ""aws"", ""react"", ""kubernetes"", ""teamwork"", ""docker""]",17,1
user_0040,27,bachelor,Delhi,0,analyst,company_12,EdTech,2015-07-09,2018-02-23,107841,143788,"[""data visualization"", ""excel"", ""sql"", ""kubernetes"", ""seo"", ""tableau""]",32,0
user_0040,27,bachelor,Delhi,1,senior analyst,company_25,Retail,2016-06-15,2020-01-26,124090,165453,"[""deep learning"", ""excel"", ""aws"", ""sql"", ""sales"", ""python"", ""powerbi"", ""data visualization""]",44,0
user_0040,27,bachelor,Delhi,2,senior analyst,company_34,Healthcare,2017-08-23,2019-05-15,124111,165482,"[""powerbi"", ""excel"", ""aws"", ""sql"", ""probability"", ""kubernetes"", ""design"", ""data visualization""]",21,1
user_0041,45,phd,Hyderabad,0,junior engineer,company_38,Finance,2017-03-10,2019-10-26,49274,65698,"[""git"", ""testing""]",32,0
user_0041,45,phd,Hyderabad,1,engineer,company_46,Finance,2018-03-18,2021-08-29,65723,87631,"[""git"", ""testing"", ""python"", ""powerbi"", ""docker""]",42,0
user_0041,45,phd,Hyderabad,2,engineer,company_18,Retail,2019-02-21,2022-06-05,62965,83954,"[""testing"", ""python""]",40,0
user_0041,45,phd,Hyderabad,3,senior engineer,company_69,Healthcare,2020-02-17,2020-08-15,78824,105099,"[""powerbi"", ""testing"", ""cloud"", ""python"", ""kubernetes"", ""design"", ""docker""]",6,0
user_0042,42,bachelor,Remote,0,intern,company_59,EdTech,2015-09-22,2016-12-15,24253,32337,"[""communication"", ""excel"", ""react"", ""python"", ""kubernetes""]",15,0
user_0042,42,bachelor,Remote,1,engineer,company_64,Manufacturing,2016-08-23,2017-07-19,48167,64222,"[""git"", ""python""]",11,1
user_0042,42,bachelor,Remote,2,senior engineer,company_5,Finance,2017-11-02,2018-10-28,68987,91983,"[""testing"", ""marketing"", ""project management"", ""python"", ""kubernetes"", ""design"", ""docker"", ""data visualization""]",12,1
user_0043,26,bachelor,Remote,0,intern,company_65,Retail,2016-09-24,2020-03-07,24245,32326,"[""communication"", ""git"", ""excel"", ""python"", ""powerbi"", ""tableau""]",42,1
user_0043,26,bachelor,Remote,1,junior engineer,company_49,Manufacturing,2017-10-29,2019-06-21,35320,47094,"[""git"", ""testing"", ""python"", ""kubernetes"", ""design""]",20,0
user_0043,26,bachelor,Remote,2,engineer,company_41,Healthcare,2018-10-22,2019-09-17,52055,69406,"[""git"", ""testing"", ""linux"", ""react""]",11,0
user_0043,26,bachelor,Remote,3,senior engineer,company_58,EdTech,2020-01-02,2022-01-21,67757,90343,"[""design"", ""docker""]",25,1
user_0043,26,bachelor,Remote,4,lead engineer,company_72,Finance,2020-09-14,2023-01-02,82872,110496,"[""communication"", ""powerbi"", ""linux"", ""project management"", ""excel"", ""python"", ""design""]",28,0
user_0044,24,bachelor,Mumbai,0,junior engineer,company_59,IT,2015-05-31,2018-02-14,38268,51025,"[""git"", ""testing"", ""deep learning"", ""python"", ""statistics""]",33,0
user_0044,24,bachelor,Mumbai,1,engineer,company_63,EdTech,2016-06-28,2018-09-16,53301,71068,"[""git"", ""testing"", ""linux"", ""aws"", ""react"", ""python"", ""machine learning"", ""docker""]",27,0
user_0044,24,bachelor,Mumbai,2,senior engineer,company_27,Manufacturing,2017-06-13,2019-12-30,66582,88776,"[""java"", ""testing"", ""python"", ""kubernetes""]",31,1
user_0044,24,bachelor,Mumbai,3,associate,company_58,EdTech,2018-08-21,2021-04-07,95562,127416,"[""excel"", ""communication""]",32,1
user_0044,24,bachelor,Mumbai,4,analyst,company_73,Retail,2019-07-16,2022-08-29,107867,143823,"[""excel"", ""sql"", ""probability"", ""statistics"", ""machine learning"", ""data visualization"", ""tableau""]",38,1
